gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Grade3,Grade2,Grade1,Fail
female,group B,some high school,free/reduced,none,85,95,42,0,1,0,0
female,group C,some high school,free/reduced,none,82,79,34,0,1,0,0
male,group D,master's degree,free/reduced,completed,48,64,24,1,0,0,0
female,group E,associate's degree,standard,none,68,76,78,0,1,0,0
female,group E,associate's degree,standard,none,66,71,81,0,1,0,0
female,group D,associate's degree,standard,completed,77,51,67,0,1,0,0
male,group C,bachelor's degree,standard,completed,87,49,51,0,1,0,0
male,group A,bachelor's degree,standard,completed,62,63,90,0,1,0,0
female,group B,bachelor's degree,free/reduced,none,32,45,58,1,0,0,0
male,group D,bachelor's degree,standard,none,96,82,69,0,0,1,0
female,group C,bachelor's degree,standard,completed,68,87,88,0,0,1,0
female,group D,associate's degree,standard,completed,70,62,62,0,1,0,0
male,group D,high school,free/reduced,completed,64,59,39,1,0,0,0
male,group B,master's degree,free/reduced,completed,64,65,96,0,1,0,0
male,group B,bachelor's degree,free/reduced,none,48,60,55,1,0,0,0
male,group E,bachelor's degree,standard,none,44,100,38,0,1,0,0
female,group E,some high school,free/reduced,completed,62,73,61,0,1,0,0
female,group B,master's degree,free/reduced,none,73,49,30,1,0,0,0
male,group B,high school,free/reduced,completed,66,49,58,1,0,0,0
male,group D,high school,free/reduced,none,51,61,32,1,0,0,0
female,group E,high school,free/reduced,completed,76,45,37,1,0,0,0
male,group E,high school,standard,none,19,65,79,1,0,0,0
male,group D,bachelor's degree,standard,completed,75,40,37,1,0,0,0
female,group C,master's degree,free/reduced,none,100,44,55,0,1,0,0
male,group A,some high school,free/reduced,none,76,92,42,0,1,0,0
male,group A,master's degree,standard,none,55,67,92,0,1,0,0
male,group C,master's degree,standard,completed,88,61,50,0,1,0,0
female,group A,bachelor's degree,standard,none,100,85,75,0,0,1,0
female,group B,high school,standard,completed,79,41,83,0,1,0,0
female,group D,bachelor's degree,free/reduced,none,54,100,80,0,1,0,0
female,group E,high school,free/reduced,completed,91,68,100,0,0,1,0
male,group D,master's degree,standard,completed,76,63,72,0,1,0,0
male,group A,master's degree,standard,completed,50,56,61,1,0,0,0
male,group E,high school,free/reduced,none,100,91,100,0,0,1,0
female,group E,associate's degree,free/reduced,completed,62,43,49,1,0,0,0
female,group B,high school,free/reduced,completed,100,42,79,0,1,0,0
male,group C,associate's degree,standard,completed,71,64,85,0,1,0,0
female,group D,master's degree,standard,completed,56,47,74,1,0,0,0
female,group E,high school,standard,completed,50,83,93,0,1,0,0
female,group C,bachelor's degree,free/reduced,none,50,64,69,0,1,0,0
female,group C,some high school,free/reduced,none,57,73,51,0,1,0,0
male,group D,high school,free/reduced,none,44,78,38,1,0,0,0
female,group B,high school,free/reduced,none,74,49,85,0,1,0,0
female,group A,bachelor's degree,free/reduced,completed,53,69,75,0,1,0,0
female,group A,bachelor's degree,free/reduced,none,71,62,63,0,1,0,0
male,group A,high school,free/reduced,completed,75,100,32,0,1,0,0
male,group A,bachelor's degree,free/reduced,completed,45,35,97,1,0,0,0
female,group B,master's degree,standard,completed,0,67,42,0,0,0,1
male,group B,high school,standard,completed,79,46,57,0,1,0,0
female,group E,bachelor's degree,free/reduced,none,44,81,87,0,1,0,0
male,group B,master's degree,free/reduced,none,89,60,25,1,0,0,0
female,group A,high school,free/reduced,completed,86,38,46,1,0,0,0
female,group A,master's degree,standard,completed,78,69,73,0,1,0,0
male,group C,bachelor's degree,standard,completed,82,91,69,0,0,1,0
female,group B,master's degree,free/reduced,none,75,37,31,1,0,0,0
male,group A,bachelor's degree,standard,completed,77,58,86,0,1,0,0
female,group E,bachelor's degree,free/reduced,none,100,74,75,0,0,1,0
male,group C,associate's degree,standard,none,76,58,68,0,1,0,0
male,group C,master's degree,free/reduced,none,60,71,82,0,1,0,0
female,group D,associate's degree,free/reduced,completed,36,46,99,0,1,0,0
male,group E,high school,free/reduced,none,100,62,41,0,1,0,0
male,group A,high school,free/reduced,completed,69,67,68,0,1,0,0
male,group B,associate's degree,standard,completed,100,65,49,0,1,0,0
male,group D,some high school,free/reduced,none,80,82,100,0,0,1,0
male,group D,some high school,standard,none,39,65,87,0,1,0,0
female,group D,master's degree,free/reduced,completed,81,85,89,0,0,1,0
female,group B,high school,free/reduced,none,58,55,90,0,1,0,0
female,group E,bachelor's degree,free/reduced,none,61,51,82,0,1,0,0
male,group E,associate's degree,free/reduced,none,61,55,93,0,1,0,0
female,group D,associate's degree,free/reduced,completed,95,47,52,0,1,0,0
male,group C,some high school,free/reduced,none,100,58,62,0,1,0,0
male,group B,high school,free/reduced,completed,100,42,73,0,1,0,0
male,group C,master's degree,free/reduced,none,76,65,100,0,0,1,0
female,group E,high school,free/reduced,completed,50,43,97,0,1,0,0
female,group A,bachelor's degree,free/reduced,none,69,65,97,0,1,0,0
female,group B,associate's degree,free/reduced,completed,70,54,74,0,1,0,0
male,group B,high school,free/reduced,completed,73,39,14,1,0,0,0
male,group D,associate's degree,free/reduced,completed,76,61,59,0,1,0,0
female,group B,some high school,free/reduced,none,53,42,92,0,1,0,0
female,group A,some high school,free/reduced,completed,50,64,81,0,1,0,0
male,group A,bachelor's degree,standard,completed,100,64,70,0,1,0,0
female,group D,master's degree,free/reduced,none,65,54,83,0,1,0,0
female,group D,bachelor's degree,standard,none,89,63,69,0,1,0,0
male,group D,high school,standard,completed,76,60,74,0,1,0,0
male,group C,high school,free/reduced,none,68,30,93,0,1,0,0
female,group D,some high school,free/reduced,completed,48,100,71,0,1,0,0
female,group D,high school,free/reduced,completed,79,98,46,0,1,0,0
female,group A,associate's degree,standard,completed,49,60,55,1,0,0,0
male,group E,bachelor's degree,standard,completed,90,72,53,0,1,0,0
female,group B,some high school,free/reduced,completed,76,25,84,0,1,0,0
female,group C,high school,standard,none,75,48,55,1,0,0,0
male,group C,associate's degree,free/reduced,none,80,77,70,0,1,0,0
female,group A,some high school,standard,none,42,90,63,0,1,0,0
male,group E,bachelor's degree,standard,none,68,69,76,0,1,0,0
female,group A,associate's degree,free/reduced,none,63,67,65,0,1,0,0
female,group D,associate's degree,free/reduced,none,100,70,70,0,0,1,0
female,group C,associate's degree,free/reduced,completed,59,48,88,0,1,0,0
female,group D,some high school,standard,completed,68,100,100,0,0,1,0
male,group E,some high school,standard,none,41,76,95,0,1,0,0
female,group C,some high school,standard,completed,68,73,95,0,1,0,0
female,group D,high school,free/reduced,completed,100,81,55,0,1,0,0
female,group B,bachelor's degree,standard,completed,52,71,66,0,1,0,0
male,group C,associate's degree,free/reduced,none,78,35,76,0,1,0,0
female,group B,bachelor's degree,standard,completed,55,56,23,1,0,0,0
female,group A,master's degree,standard,none,98,40,53,0,1,0,0
male,group E,associate's degree,free/reduced,completed,71,50,50,1,0,0,0
male,group B,associate's degree,free/reduced,completed,42,68,78,0,1,0,0
male,group E,bachelor's degree,free/reduced,none,72,94,50,0,1,0,0
male,group B,associate's degree,free/reduced,none,74,56,48,1,0,0,0
female,group A,high school,free/reduced,completed,65,57,99,0,1,0,0
male,group A,master's degree,free/reduced,none,15,64,94,1,0,0,0
male,group B,master's degree,free/reduced,none,37,80,96,0,1,0,0
male,group E,some high school,free/reduced,completed,26,77,64,1,0,0,0
male,group B,associate's degree,free/reduced,completed,66,76,54,0,1,0,0
female,group B,associate's degree,standard,completed,80,53,46,1,0,0,0
female,group C,bachelor's degree,standard,none,53,73,52,1,0,0,0
female,group B,high school,standard,none,76,32,58,1,0,0,0
female,group A,associate's degree,standard,none,54,66,14,1,0,0,0
female,group B,bachelor's degree,standard,none,53,64,49,1,0,0,0
male,group A,bachelor's degree,free/reduced,completed,39,42,88,1,0,0,0
male,group B,master's degree,free/reduced,completed,88,82,33,0,1,0,0
female,group E,master's degree,free/reduced,completed,77,46,57,0,1,0,0
female,group A,bachelor's degree,free/reduced,completed,67,47,34,1,0,0,0
male,group A,master's degree,free/reduced,none,96,19,88,0,1,0,0
female,group B,some high school,standard,none,87,59,50,0,1,0,0
female,group C,some high school,standard,completed,66,55,71,0,1,0,0
male,group E,master's degree,standard,completed,92,76,51,0,1,0,0
female,group B,bachelor's degree,free/reduced,completed,67,76,50,0,1,0,0
male,group D,associate's degree,standard,none,80,89,65,0,1,0,0
female,group B,some high school,free/reduced,completed,66,61,23,1,0,0,0
female,group E,master's degree,free/reduced,none,56,45,81,0,1,0,0
female,group E,bachelor's degree,standard,completed,11,60,55,1,0,0,0
female,group A,bachelor's degree,standard,completed,62,27,44,1,0,0,0
male,group A,associate's degree,free/reduced,none,53,69,68,0,1,0,0
male,group A,high school,free/reduced,none,86,57,66,0,1,0,0
female,group D,high school,standard,completed,50,58,32,1,0,0,0
female,group B,some high school,free/reduced,completed,70,73,93,0,1,0,0
male,group A,associate's degree,standard,none,38,47,30,0,0,0,1
female,group B,high school,free/reduced,completed,77,36,55,1,0,0,0
female,group D,master's degree,standard,completed,62,48,39,1,0,0,0
male,group E,master's degree,free/reduced,none,88,35,61,0,1,0,0
female,group B,master's degree,free/reduced,completed,44,65,72,0,1,0,0
male,group C,associate's degree,standard,completed,74,76,59,0,1,0,0
female,group D,high school,standard,none,77,100,60,0,1,0,0
female,group D,bachelor's degree,free/reduced,none,44,80,66,0,1,0,0
male,group C,associate's degree,free/reduced,completed,68,82,50,0,1,0,0
male,group C,bachelor's degree,standard,none,74,62,50,0,1,0,0
female,group C,high school,free/reduced,none,55,13,38,0,0,0,1
female,group E,bachelor's degree,free/reduced,none,100,34,92,0,1,0,0
female,group C,bachelor's degree,free/reduced,none,31,94,100,0,1,0,0
female,group D,master's degree,standard,none,31,88,76,0,1,0,0
female,group C,high school,standard,none,55,85,95,0,1,0,0
male,group A,associate's degree,free/reduced,none,75,90,94,0,0,1,0
female,group A,associate's degree,standard,none,35,72,37,1,0,0,0
female,group C,high school,standard,none,64,72,89,0,1,0,0
female,group D,some high school,free/reduced,completed,70,47,65,0,1,0,0
female,group E,high school,standard,completed,89,97,63,0,0,1,0
female,group C,associate's degree,free/reduced,completed,66,74,96,0,1,0,0
female,group D,associate's degree,standard,none,67,83,52,0,1,0,0
female,group D,associate's degree,free/reduced,completed,71,59,71,0,1,0,0
female,group D,associate's degree,free/reduced,none,71,50,65,0,1,0,0
male,group C,high school,standard,none,55,80,63,0,1,0,0
male,group C,bachelor's degree,standard,completed,59,51,62,1,0,0,0
male,group E,bachelor's degree,standard,completed,66,47,85,0,1,0,0
female,group B,master's degree,free/reduced,completed,64,38,97,0,1,0,0
female,group E,bachelor's degree,standard,completed,64,58,76,0,1,0,0
male,group B,master's degree,standard,completed,43,79,49,1,0,0,0
female,group C,associate's degree,free/reduced,none,60,62,99,0,1,0,0
male,group E,master's degree,standard,completed,88,70,54,0,1,0,0
female,group B,master's degree,free/reduced,none,34,78,43,1,0,0,0
female,group A,master's degree,free/reduced,completed,31,48,49,1,0,0,0
male,group A,some high school,standard,completed,40,79,44,1,0,0,0
male,group A,associate's degree,free/reduced,none,43,33,56,1,0,0,0
female,group E,master's degree,free/reduced,none,53,76,81,0,1,0,0
female,group D,some high school,standard,none,43,63,61,1,0,0,0
male,group B,associate's degree,standard,completed,72,51,55,1,0,0,0
female,group A,associate's degree,standard,completed,56,44,90,0,1,0,0
male,group B,bachelor's degree,standard,completed,86,5,73,1,0,0,0
female,group D,some high school,free/reduced,completed,70,26,75,1,0,0,0
female,group D,high school,standard,completed,56,86,77,0,1,0,0
female,group C,bachelor's degree,standard,none,94,83,49,0,1,0,0
female,group B,associate's degree,standard,none,78,87,68,0,1,0,0
male,group D,associate's degree,standard,completed,60,48,49,1,0,0,0
male,group B,master's degree,free/reduced,completed,59,40,30,1,0,0,0
female,group D,some high school,standard,completed,55,19,44,0,0,0,1
female,group A,some high school,free/reduced,completed,78,62,62,0,1,0,0
male,group D,bachelor's degree,standard,completed,100,62,63,0,1,0,0
female,group A,bachelor's degree,free/reduced,completed,75,73,55,0,1,0,0
female,group A,some high school,free/reduced,none,48,47,78,1,0,0,0
male,group A,high school,free/reduced,completed,69,57,48,1,0,0,0
female,group D,some high school,free/reduced,none,47,77,80,0,1,0,0
male,group A,some high school,standard,none,78,66,82,0,1,0,0
female,group B,bachelor's degree,standard,completed,50,72,67,0,1,0,0
female,group A,high school,free/reduced,completed,31,65,49,1,0,0,0
female,group C,some high school,standard,none,69,83,61,0,1,0,0
male,group E,some high school,standard,completed,82,52,59,0,1,0,0
female,group B,some high school,standard,completed,86,44,66,0,1,0,0
female,group B,associate's degree,free/reduced,completed,87,65,73,0,1,0,0
female,group B,bachelor's degree,standard,completed,46,67,54,1,0,0,0
male,group C,some high school,free/reduced,none,37,70,93,0,1,0,0
female,group B,associate's degree,standard,none,70,100,65,0,1,0,0
female,group C,some high school,standard,completed,86,41,82,0,1,0,0
female,group C,high school,free/reduced,none,35,65,17,0,0,0,1
female,group C,bachelor's degree,free/reduced,none,55,45,97,0,1,0,0
female,group C,high school,standard,completed,37,62,48,1,0,0,0
female,group E,high school,standard,completed,87,96,53,0,1,0,0
female,group D,some high school,free/reduced,completed,46,52,55,1,0,0,0
female,group C,high school,free/reduced,none,63,38,84,0,1,0,0
female,group D,bachelor's degree,free/reduced,completed,43,81,75,0,1,0,0
male,group A,associate's degree,standard,none,64,78,96,0,1,0,0
female,group B,bachelor's degree,free/reduced,completed,63,64,75,0,1,0,0
female,group E,some high school,free/reduced,none,90,42,64,0,1,0,0
male,group E,some high school,standard,completed,70,79,19,1,0,0,0
male,group A,associate's degree,standard,none,56,67,53,1,0,0,0
female,group E,high school,standard,none,99,41,57,0,1,0,0
male,group C,master's degree,standard,completed,65,51,98,0,1,0,0
male,group C,associate's degree,standard,none,60,86,51,0,1,0,0
male,group D,master's degree,standard,completed,44,100,84,0,1,0,0
male,group A,high school,standard,none,67,95,64,0,1,0,0
female,group C,master's degree,standard,none,42,70,51,1,0,0,0
female,group A,associate's degree,standard,completed,64,71,67,0,1,0,0
male,group B,bachelor's degree,free/reduced,completed,69,39,72,0,1,0,0
male,group B,associate's degree,free/reduced,completed,64,74,64,0,1,0,0
male,group A,master's degree,free/reduced,completed,77,80,67,0,1,0,0
female,group E,master's degree,standard,completed,65,63,72,0,1,0,0
male,group B,master's degree,free/reduced,none,83,70,71,0,1,0,0
female,group E,bachelor's degree,free/reduced,none,44,74,61,1,0,0,0
male,group B,master's degree,standard,none,56,84,68,0,1,0,0
male,group C,high school,free/reduced,completed,35,58,64,1,0,0,0
male,group D,associate's degree,standard,none,55,100,78,0,1,0,0
male,group A,bachelor's degree,standard,completed,93,68,78,0,1,0,0
female,group E,bachelor's degree,free/reduced,none,85,53,86,0,1,0,0
female,group B,associate's degree,standard,completed,73,49,40,1,0,0,0
female,group B,bachelor's degree,standard,completed,100,71,100,0,0,1,0
